,email
185,geral@exdescobertas.pt
186,ext.anita@escolas.min-edu.pt
187,ext.alvarescabral@escolas.min-edu.pt
188,ext.alfredobinet@escolas.min-edu.pt
189,ext.atorre@escolas.min-edu.pt
190,geral@atorre.pt
191,ext.aritinha@escolas.min-edu.pt
192,ext.aescolinha@escolas.min-edu.pt
193,ext.cesarioverde@escolas.min-edu.pt
194,cl.asdescobertas@escolas.min-edu.pt
195,esc.spdramadeuandres@escolas.min-edu.pt
196,cl.academico@escolas.min-edu.pt
197,geral@fundacaoacaridade.pt
198,ji.diese@escolas.min-edu.pt
199,ji.santanalisboa@escolas.min-edu.pt
200,ji.svicentelisboa@escolas.min-edu.pt
201,ji.calafates@escolas.min-edu.pt
202,udi.sjoaodatalha@nuclsiol.org
203,ji.razulfontesanta@escolas.min-edu.pt
204,appcalisboa@escolas.min-edu.pt
205,obracriancaslapa@escolas.min-edu.pt
206,njpiagetstamolivais@escolas.min-edu.pt
207,ana.correia@nuclisol.org
208,novaescjoaodeusramos@escolas.min-edu.pt
209,ext.mima@escolas.min-edu.pt
210,lfcharleslepierre@escolas.min-edu.pt
211,geral@luacrescente.pt
212,ji.asspenhafranca@escolas.min-edu.pt
213,ji.olivaislisboa@escolas.min-edu.pt
214,conservatorio@metropolitana.pt
215,cv.mlisboa@escolas.min-edu.pt
216,cl.valsassina@escolas.min-edu.pt
217,cl.stomas@escolas.min-edu.pt
218,cl.soficinassjose@escolas.min-edu.pt
219,official@inpirededu.com
220,cl.navozinha@escolas.min-edu.pt
221,acordarte@escolas.min-edu.pt
222,fmamigoscriancas@escolas.min-edu.pt
223,ji.joaopauloiilisboa@escolas.min-edu.pt
224,ji.pcristorei@escolas.min-edu.pt
225,ji.lnengenhariacivil@escolas.min-edu.pt
226,ext.spepopular@escolas.min-edu.pt
227,ext.luz@escolas.min-edu.pt
228,ext.cmeninojesus@escolas.min-edu.pt
229,ext.saocristovao@escolas.min-edu.pt
230,ext.stdelisieux@escolas.min-edu.pt
231,ext.santamdebelem@escolas.min-edu.pt
232,ext.santafrancisca@escolas.min-edu.pt
233,ext.sademiranda@escolas.min-edu.pt
234,ext.smiguelarcanjo@escolas.min-edu.pt
235,ext.novocrisfal@escolas.min-edu.pt
236,ext.nobel@escolas.min-edu.pt
237,ext.mirario@escolas.min-edu.pt
238,ext.mchampagnat@escolas.min-edu.pt
239,ext.maededeus@escolas.min-edu.pt
240,ext.lusobritanico@escolas.min-edu.pt
241,ebm.n3010.joaoxxiii@escolas.min-edu.pt
242,ext.infantedpedro@escolas.min-edu.pt
243,ext.graovasco@escolas.min-edu.pt
244,cl.moderno@escolas.min-edu.pt
245,it.etscastelobranco@escolas.min-edu.pt
246,iedp@escolas.min-edu.pt
247,esc.gilcampoourique@escolas.min-edu.pt
248,direcao@institutogregoriano.edu.gov.pt
249,servicos@institutogregoriano.edu.gov.pt
250,direcao@eacnacional.edu.gov.pt
251,servicos@eacnacional.edu.gov.pt
252,direcao@eadcn.edu.gov.pt
253,servicos@eadcn.edu.gov.pt
254,cai.padrecruz@scml.pt
255,cc.rccruzeirorioseco@escolas.min-edu.pt
256,cebe@escolas.min-edu.pt
257,cmeninodeus@gmail.com
258,esc.n1.avdooperario@escolas.min-edu.pt
259,geral@vozoperario.pt
260,sextalfredobinet@escolas.min-edu.pt
261,realclportugal@escolas.min-edu.pt
262,qelisabethsschool@escolas.min-edu.pt
263,pinfantilstacatarina@escolas.min-edu.pt
264,ext.coencu@escolas.min-edu.pt
265,ext.rainhadonaamelia@escolas.min-edu.pt
266,ext.pimpampum@escolas.min-edu.pt
267,ext.osfofinhos@escolas.min-edu.pt
268,ext.opoeta@escolas.min-edu.pt
269,ext.onjardimlisboa@escolas.min-edu.pt
270,primaria@onossojardim.com
271,ext.olardacrianca@escolas.min-edu.pt
272,ext.obarquinholisboa@escolas.min-edu.pt
273,direcao@esaarroio.edu.gov.pt
274,servicos@esaarroio.edu.gov.pt
275,esc.alemalisboa@escolas.min-edu.pt
276,esc.sfranciscoxavier@escolas.min-edu.pt
277,esc.pedronunes@escolas.min-edu.pt
278,esc.avemaria@escolas.min-edu.pt
279,ep.pet@escolas.min-edu.pt
280,crinabel@escolas.min-edu.pt
281,cre.lisboa@escolas.min-edu.pt
282,colmeiadasabelhinhas@escolas.min-edu.pt
283,cl.cfverdesanos@escolas.min-edu.pt
284,casacriancalisboa@escolas.min-edu.pt
285,ass.vcfiladelfia@escolas.min-edu.pt
286,ass.pinfanciaajuda@escolas.min-edu.pt
287,ass.pribeirosantos@escolas.min-edu.pt
288,ass.dcmercesadeco@escolas.min-edu.pt
289,ass.casalventoso@escolas.min-edu.pt
290,ass.creesterjanz@escolas.min-edu.pt
291,ass.asociais2maio@escolas.min-edu.pt
292,apsantosovelho@escolas.min-edu.pt
293,ep.psociallapa@escolas.min-edu.pt
294,ep.imagem@escolas.min-edu.pt
295,ep.hturismolisboa@escolas.min-edu.pt
296,ep.comunicacaoimagem@escolas.min-edu.pt
297,ep.comerciolisboa@escolas.min-edu.pt
298,direcao@epcg.edu.gov.pt
299,servicos@epcg.edu.gov.pt
300,akfportugal@akdn.org
301,ct.helenkeller@escolas.min-edu.pt
302,cps.prodac@scml.pt
303,je.obosque@escolas.min-edu.pt
304,ep.arte@escolas.min-edu.pt
305,ep.asasfalvesbras@escolas.min-edu.pt
306,geral.lisboa@epbjc.pt
307,ep.aoespectaculo@escolas.min-edu.pt
308,ep.almirantereis@escolas.min-edu.pt
309,ep.adtassofigueiredo@escolas.min-edu.pt
310,ep.arosetalisboa@escolas.min-edu.pt
311,esc.n6.avdooperario@escolas.min-edu.pt
312,esc.pccrccruzrioseco@escolas.min-edu.pt
313,ainfantilstaisabel@escolas.min-edu.pt
314,esc.mestres@escolas.min-edu.pt
315,cps.altadelisboa@scml.pt
316,ct.boladeneve@escolas.min-edu.pt
317,ct.ainfantilcharneca@escolas.min-edu.pt
318,tutortime@escolas.min-edu.pt
319,ji.cspcharneca@escolas.min-edu.pt
320,ji.cspsaofranciscodepaula@escolas.min-edu.pt
321,fadolfovieirabrito@escolas.min-edu.pt
322,ji.djoaoii@escolas.min-edu.pt
323,ji.cspcampogrande@escolas.min-edu.pt
324,ji.laranjaemeia@escolas.min-edu.pt
325,laranjaemeia@netcabo.pt
326,it.dsocial@escolas.min-edu.pt
327,it.mvitorinomatono@escolas.min-edu.pt
328,it.educacaotecnica@escolas.min-edu.pt
329,isimaculadaconceicao@escolas.min-edu.pt
330,if.ccampoourique@escolas.min-edu.pt
331,if.nsradapurificacao@escolas.min-edu.pt
332,isabelfragoso.csvp@gmail.com
333,ext.maristalisboa@escolas.min-edu.pt
334,ext.lcsvicentepaulo@escolas.min-edu.pt
335,ext.passosmanuel@escolas.min-edu.pt
336,ext.obeiral@escolas.min-edu.pt
337,ext.onjardimspaulo@escolas.min-edu.pt
338,ext.fmendespinto@escolas.min-edu.pt
339,ext.escrestauracao@escolas.min-edu.pt
340,ji.fradecima@escolas.min-edu.pt
341,eb1.fradebaixo@escolas.min-edu.pt
342,eb1.alpiarca@escolas.min-edu.pt
343,direcao@aejrelvas.edu.gov.pt
344,servicos@aejrelvas.edu.gov.pt
345,eb1.n1.alcoentre@escolas.min-edu.pt
346,direcao@aealto-azambuja.edu.gov.pt
347,servicos@aealto-azambuja.edu.gov.pt
348,ji.maniqueintendente@escolas.min-edu.pt
349,eb1.n4.santarem@escolas.min-edu.pt
350,eb23.memramires@escolas.min-edu.pt
351,direcao@ginestalmachado.edu.gov.pt
352,servicos@ginestalmachado.edu.gov.pt
353,eb1.n8.santarem@escolas.min-edu.pt
354,direcao@aesalvaterra-magos.edu.gov.pt
355,servicos@aesalvaterra-magos.edu.gov.pt
356,eb1.salvaterramagos@escolas.min-edu.pt
357,eb1.monteestoril@escolas.min-edu.pt
358,eb1.n2.amoreira@escolas.min-edu.pt
359,direcao@aeimucana.edu.gov.pt
360,servicos@aeimucana.edu.gov.pt
361,eb1.estoril@escolas.min-edu.pt
362,eb1.n1.amoreira@escolas.min-edu.pt
363,direcao@aesje.edu.gov.pt
364,servicos@aesje.edu.gov.pt
365,eb23.galiza@escolas.min-edu.pt
366,eb1.n1.galiza@escolas.min-edu.pt
367,eb1.sjoaoestoril@escolas.min-edu.pt
368,ji.bicesse@escolas.min-edu.pt
369,eb1.spedroestoril@escolas.min-edu.pt
370,eb1.manique@escolas.min-edu.pt
371,direcao@aealapraia.edu.gov.pt
372,servicos@aealapraia.edu.gov.pt
373,eb1.bicesse@escolas.min-edu.pt
374,eb1.n2.galiza@escolas.min-edu.pt
375,eb1.caparide@escolas.min-edu.pt
376,ji.parede@escolas.min-edu.pt
377,direcao@aeparede.edu.gov.pt
378,servicos@aeparede.edu.gov.pt
379,eb23.stantonio@escolas.min-edu.pt
380,eb1.n1.murtal@escolas.min-edu.pt
381,eb1.n2.parede@escolas.min-edu.pt
382,eb1.adabeja@escolas.min-edu.pt
383,eb1ji.n2.casalmira@escolas.min-edu.pt
384,eb1.n2.mina@escolas.min-edu.pt
385,eb1.n7.mina@escolas.min-edu.pt
386,direcao@aejpires.edu.gov.pt
387,servicos@aejpires.edu.gov.pt
388,eb1.assafora@escolas.min-edu.pt
389,ji.arneirodosmarinheiros@escolas.min-edu.pt
390,ji.terrugemsintra@escolas.min-edu.pt
391,eb1.n1.terrugem@escolas.min-edu.pt
392,eb1.bolembre@escolas.min-edu.pt
393,eb1.n1.vverde@escolas.min-edu.pt
394,eb1.sjoaolampas@escolas.min-edu.pt
395,eb1.sssjoaolampas@escolas.min-edu.pt
396,eb1.faiao@escolas.min-edu.pt
397,direcao@aealtodosmoinhos.edu.gov.pt
398,direcao@aealtodosmoinhos.pt
399,servicos@aealtodosmoinhos.edu.gov.pt
400,ji.torrecascais@escolas.min-edu.pt
401,direcao@aecascais.edu.gov.pt
402,servicos@aecascais.edu.gov.pt
403,eb1.torrecascais@escolas.min-edu.pt
404,eb23.pfantcoutinho@escolas.min-edu.pt
405,eb1.n3.birre@escolas.min-edu.pt
406,eb1.n1.aldeiajuso@escolas.min-edu.pt
407,direcao@aepap.edu.gov.pt
408,servicos@aepap.edu.gov.pt
409,eb1ji.vmartinsrebolo@escolas.min-edu.pt
410,eb1.terraarcos@escolas.min-edu.pt
411,ji.povoamileu@escolas.min-edu.pt
412,ji.panoias@escolas.min-edu.pt
413,ji.guardagare@escolas.min-edu.pt
414,ji.castanheira@escolas.min-edu.pt
415,ji.bluz@escolas.min-edu.pt
416,ji.alfarazes@escolas.min-edu.pt
417,direcao@aeseguarda.edu.gov.pt
418,servicos@aeseguarda.edu.gov.pt
419,eb1.povoamileu@escolas.min-edu.pt
420,eb1.peramoco@escolas.min-edu.pt
421,eb1.eguardagare@escolas.min-edu.pt
422,eb1.bpanoiascima@escolas.min-edu.pt
423,eb1.bpinheiro@escolas.min-edu.pt
424,eb1.bluz@escolas.min-edu.pt
425,eb1.alfarazes@escolas.min-edu.pt
426,eb1.ctj@escolas.min-edu.pt
427,eb23.guarda@escolas.min-edu.pt
428,eb1.vfernando@escolas.min-edu.pt
429,ji.n3.castelobranco@escolas.min-edu.pt
430,direcao@aenacb.edu.gov.pt
431,servicos@aenacb.edu.gov.pt
432,esb3.pdasfv@escolas.min-edu.pt
433,eb1.nsrapiedade@escolas.min-edu.pt
434,eb23.ccastelobranco@escolas.min-edu.pt
435,eb1.escalosbaixo@escolas.min-edu.pt
436,eb1.boaesperanca@escolas.min-edu.pt
437,eb1ji.malpicatejo@escolas.min-edu.pt
438,ji.n2.tortosendo@escolas.min-edu.pt
439,eb1.barrocagrande@escolas.min-edu.pt
440,ji.valesrio@escolas.min-edu.pt
441,eb1.sjorgebeira@escolas.min-edu.pt
442,ji.panibalcasteleira@escolas.min-edu.pt
443,eb1ji.coutada@escolas.min-edu.pt
444,direcao@aefhp.edu.gov.pt
445,servicos@aefhp.edu.gov.pt
446,eb23.paul@escolas.min-edu.pt
447,eb1.paulpisao19@escolas.min-edu.pt
448,eb1.unhaisserra@escolas.min-edu.pt
449,eb23.tortosendo@escolas.min-edu.pt
450,eb1.pacasteleiro@escolas.min-edu.pt
451,eb1.n1.tortosendo@escolas.min-edu.pt
452,eb1.n2.tortosendo@escolas.min-edu.pt
453,eb1ji.dominguizo@escolas.min-edu.pt
454,eb1.cortesmeio@escolas.min-edu.pt
455,ji.n1.tortosendo@escolas.min-edu.pt
456,ji.bufarda@escolas.min-edu.pt
457,eb1.n1.ferrel@escolas.min-edu.pt
458,eb1.n1.abaleia@escolas.min-edu.pt
459,eb1.geraldes@escolas.min-edu.pt
460,ji.geraldes@escolas.min-edu.pt
461,eb1.serraelrei@escolas.min-edu.pt
462,eb1.estradalugar@escolas.min-edu.pt
463,eb1.bufarda@escolas.min-edu.pt
464,ji.casalmoinho@escolas.min-edu.pt
465,direcao@aeatouguiabaleia.edu.gov.pt
466,servicos@aeatouguiabaleia.edu.gov.pt
467,eb1.riocouros@escolas.min-edu.pt
468,eb1.espite@escolas.min-edu.pt
469,eb1ji.cbernardos@escolas.min-edu.pt
470,eb1ji.urqueiranorte@escolas.min-edu.pt
471,eb1.mataurqueira@escolas.min-edu.pt
472,ce@acmlp.pt
473,claudia@acmlp.pt
474,direcao@aemperdigao.edu.gov.pt
475,servicos@aemperdigao.edu.gov.pt
476,direcao@aeco.edu.gov.pt
477,servicos@aeco.edu.gov.pt
478,ji.atouguia@escolas.min-edu.pt
479,eb1.n1.ourem@escolas.min-edu.pt
480,eb1.vilarprazeres@escolas.min-edu.pt
481,eb1.casosnovos@escolas.min-edu.pt
482,direcao@aesardoal.edu.gov.pt
483,servicos@aesardoal.edu.gov.pt
484,ji.bsalvercaribatejo@escolas.min-edu.pt
485,eb1.arcena@escolas.min-edu.pt
486,direcao@aebom-sucesso.edu.gov.pt
487,servicos@aebom-sucesso.edu.gov.pt
488,ji.vprincipal79@escolas.min-edu.pt
489,eb1ji.gaio@escolas.min-edu.pt
490,eb1ji.benedita@escolas.min-edu.pt
491,eb1.vprincipaln@escolas.min-edu.pt
492,direcao@aebenedita.edu.gov.pt
493,servicos@aebenedita.edu.gov.pt
494,eb1.turquel@escolas.min-edu.pt
495,eb1ji.ribafria@escolas.min-edu.pt
496,direcao@aeqc.edu.gov.pt
497,servicos@aeqc.edu.gov.pt
498,eb1.fcasalsapo@escolas.min-edu.pt
499,eb1.pegoescruzamento@escolas.min-edu.pt
500,eb1.forostrapo@escolas.min-edu.pt
501,eb1.n2.fcnorte@escolas.min-edu.pt
502,eb1.n1.fcnorte@escolas.min-edu.pt
503,eb1.pegoesvelhos@escolas.min-edu.pt
504,ji.pegoesgare@escolas.min-edu.pt
505,ji.pegoesvelhos@escolas.min-edu.pt
506,direcao@aepegoes.edu.gov.pt
507,servicos@aepegoes.edu.gov.pt
508,eb1.canha@escolas.min-edu.pt
509,ji.barril@escolas.min-edu.pt
510,ji.stisidoro@escolas.min-edu.pt
511,ji.ribamar@escolas.min-edu.pt
512,direcao@aeericeira.edu.gov.pt
513,servicos@aeericeira.edu.gov.pt
514,eb1.lagoastisidoro@escolas.min-edu.pt
515,eb1.encarnacao@escolas.min-edu.pt
516,eb1.fonteboabrincosa@escolas.min-edu.pt
517,eb1.ericeira@escolas.min-edu.pt
518,ji.encarnacao@escolas.min-edu.pt
519,direcao@aeconstancia.edu.gov.pt
520,servicos@aeconstancia.edu.gov.pt
521,eb1.n1.constancia@escolas.min-edu.pt
522,eb1.montalvo@escolas.min-edu.pt
523,eb1.cadafais@escolas.min-edu.pt
524,direcao@aecarregado.edu.gov.pt
525,servicos@aecarregado.edu.gov.pt
526,eb1.carregado@escolas.min-edu.pt
527,ji.n2.verderena@escolas.min-edu.pt
528,direcao@aebarreiro.edu.gov.pt
529,servicos@aebarreiro.edu.gov.pt
530,eb1.n3.barreiro@escolas.min-edu.pt
531,eb1.n72.lisboa@escolas.min-edu.pt
532,eb1.n165.lisboa@escolas.min-edu.pt
533,direcao@aepbg.edu.gov.pt
534,servicos@aepbg.edu.gov.pt
535,eb1ji.eressanogarcia@escolas.min-edu.pt
536,eb1.santosmattos@escolas.min-edu.pt
537,eb1ji.ogoncalves@escolas.min-edu.pt
538,eb1.aliceleite@escolas.min-edu.pt
539,direcao@aealfornelos.edu.gov.pt
540,servicos@aealfornelos.edu.gov.pt
541,eb1.milopesazevedo@escolas.min-edu.pt
542,eb1.n1.trafaria@escolas.min-edu.pt
543,eb1.n3.trafaria@escolas.min-edu.pt
544,eb1.n2.trafaria@escolas.min-edu.pt
545,direcao@aetrafaria.edu.gov.pt
546,servicos@aetrafaria.edu.gov.pt
547,direcao@aedj2.edu.gov.pt
548,servicos@aedj2.edu.gov.pt
549,eb1ji.casalcotao@escolas.min-edu.pt
550,eb1ji.smarcos@escolas.min-edu.pt
551,eb1.smarcosbrasil@escolas.min-edu.pt
552,eb1.sobredaaltoindio@escolas.min-edu.pt
553,direcao@aeegarcia.edu.gov.pt
554,servicos@aeegarcia.edu.gov.pt
555,eb1.n1.valefigueira@escolas.min-edu.pt
556,eb1.n2.pragal@escolas.min-edu.pt
557,eb1.n1.montecaparica@escolas.min-edu.pt
558,eb1.fsantacaparica@escolas.min-edu.pt
559,direcao@aemontecaparica.edu.gov.pt
560,servicos@aemontecaparica.edu.gov.pt
561,eb1.n2.montecaparica@escolas.min-edu.pt
562,direcao@aerpinheiro.edu.gov.pt
563,servicos@aerpinheiro.edu.gov.pt
564,eb1.cbenfeito@escolas.min-edu.pt
565,eb1.sgdfsacarneiro@escolas.min-edu.pt
566,ebiji.stacatarina@escolas.min-edu.pt
567,eb1.rstacatarina@escolas.min-edu.pt
568,eb1.cserralandal@escolas.min-edu.pt
569,eb1ji.adosfrancos@escolas.min-edu.pt
570,ji.carvalhalbenfeito@escolas.min-edu.pt
571,ji.scatarinalagarao@escolas.min-edu.pt
572,ji.paconegros@escolas.min-edu.pt
573,direcao@aefazendasdealmeirim.edu.gov.pt
574,servicos@aefazendasdealmeirim.edu.gov.pt
575,eb1.paconegros@escolas.min-edu.pt
576,ji.raposa@escolas.min-edu.pt
577,eb1ji.altomoinho@escolas.min-edu.pt
578,direcao@aeagarrett.edu.gov.pt
579,geral@avagarrett.net
580,servicos@aeagarrett.edu.gov.pt
581,eb1ji.qtgrande@escolas.min-edu.pt
582,eb1.alfragide@escolas.min-edu.pt
583,eb1.valadofrades@escolas.min-edu.pt
584,eb1ji.famalicao@escolas.min-edu.pt
585,eb1.n2.nazare@escolas.min-edu.pt
586,direcao@aen.edu.gov.pt
587,servicos@aen.edu.gov.pt
588,eb1ji.nazare@escolas.min-edu.pt
589,direcao@aelcamara.edu.gov.pt
590,servicos@aelcamara.edu.gov.pt
591,eb23.paalbertoneto@escolas.min-edu.pt
592,eb1ji.riomouro@escolas.min-edu.pt
593,eb1.n4.rinchoa@escolas.min-edu.pt
594,eb1.n2.rinchoa@escolas.min-edu.pt
595,eb1.riomouro@escolas.min-edu.pt
596,direcao@ae1abrantes.edu.gov.pt
597,servicos@ae1abrantes.edu.gov.pt
598,eb1.n5.abrantes@escolas.min-edu.pt
599,eb23.dmiguelalmeida@escolas.min-edu.pt
600,eb1.n3.abrantes@escolas.min-edu.pt
601,eb1.n2.plescolas141@escolas.min-edu.pt
602,eb1.mouriscas@escolas.min-edu.pt
603,eb1.bdmrodrigues@escolas.min-edu.pt
604,eb1.n1.alvega@escolas.min-edu.pt
605,eb1.n1.abrantes@escolas.min-edu.pt
606,ji.samoracorreia@escolas.min-edu.pt
607,ji.portoalto@escolas.min-edu.pt
608,ji.n2.samoracorreia@escolas.min-edu.pt
609,direcao@aescorreia.edu.gov.pt
610,servicos@aescorreia.edu.gov.pt
